X	Y
0	0
2,9449	-0,096
7,4742	-0,1839
11,5638	0,0798
15,0068	0,9692
18,0454	2,1723
19,9334	3,0748
22,0388	4,8786
23,2692	6,163
24,2262	7,3655
25,7027	9,5518
26,717	11,4973
27,6467	13,3283
29,1262	16,5325
30,0026	18,6682
30,4128	19,5427
31,944	20,1439
33,3148	20,6929
34,8528	21,5991
36,0012	22,5009
37,1222	23,5668
37,8898	24,9917
38,4913	26,3308
39,2032	26,8272
39,4219	27,1825
39,1485	27,6197
39,0487	28,0171
39,1673	28,7829
39,3772	29,3884
39,9376	30,0837
40,79	30,6845
42,4032	30,9031
