X	Y
0	0
3,1248	0,0473
7,3508	0,3852
11,2387	1,1174
15,9717	2,7506
20,5357	5,1722
23,1277	7,0307
25,3252	9,2271
27,3536	11,5924
29,044	14,1831
29,6679	16,048
30,2877	18,2444
30,2576	19,9208
31,5395	21,0685
34,1602	22,6187
35,34	23,9587
36,2479	25,0797
36,969	26,6279
37,586	28,0477
37,9865	29,9428
38,6023	32,7758
39,2175	34,2205
40,5528	34,5674
