X	Y
0	0
6,6695	-1,2225
11,5933	-1,7114
18,7672	-1,9721
28,3746	-1,7746
35,2549	-0,9272
41,167	-0,079
47,5256	0,8987
58,7877	3,0476
69,854	5,8216
76,7097	7,7788
87,0578	11,4984
99,2393	17,283
107,8881	22,3703
114,5144	27,2009
120,3589	32,716
126,6613	40,1237
130,1605	45,4488
131,3951	46,1374
131,5907	47,6366
132,569	48,647
134,1016	49,4617
135,3407	49,6899
136,3189	50,8306
139,3515	51,0913
