X	Y
0	0
2,4428	-0,5563
3,9455	-0,8985
4,8188	-1,6067
7,9259	-1,835
11,2157	-1,698
14,4599	-0,6476
16,3381	0,4051
19,8564	1,2271
23,2376	1,5468
25,2481	2,2775
31,5079	3,0539
35,4926	4,5183
36,4064	5,2033
37,8686	5,6143
38,6481	6,6215
39,0137	8,631
39,5163	12,6042
40,0189	14,2026
40,156	16,76
40,9784	17,9931
41,1155	20,8702
41,938	21,7836
42,1692	24,1253
44,7737	29,8796
48,4791	37,984
51,8626	45,3898
53,7603	50,0081
57,6151	56,4877
58,9519	57,5565
