X	Y
0	0
3,6806	-0,2954
7,7121	-0,2954
11,706	0,0059
15,6696	0,9098
18,7969	2,1526
21,4392	3,7356
23,5492	5,9951
25,4381	8,7099
27,0205	11,6096
28,3037	14,9276
29,3963	17,978
29,9238	18,5805
32,4859	20,2752
35,2823	21,8255
36,6764	22,5787
37,5053	23,6331
38,336	26,2005
38,9389	28,0835
39,391	29,5145
40,4095	30,6488
41,9166	30,9124
