X	Y
0	0
2,1872	-0,7981
4,1739	-1,573
9,6497	-1,8636
14,7862	-1,8636
16,4338	-1,234
17,5483	-0,12
18,7597	2,5438
20,5527	5,2077
24,187	8,8402
28,9443	13,3021
31,3187	15,6754
34,2746	19,1142
37,188	23,0411
39,6709	27,0714
41,6577	31,382
42,6297	34,78
43,2604	38,1297
43,5029	41,9163
43,1637	46,1301
42,4859	50,5934
40,9348	53,9427
39,0432	56,8568
34,9218	61,8045
33,1774	63,7418
32,2567	65,437
32,3051	67,1806
32,9354	69,2729
34,0984	71,3555
35,3583	72,9538
36,6667	73,3897
