X	Y
0	0
4,7964	0
10,9288	0,6166
18,1557	2,1407
24,8715	4,2449
31,0109	6,8209
37,2217	9,869
41,2858	12,4078
49,3529	17,962
54,3324	21,8852
56,9504	24,5055
58,8736	26,609
60,2524	29,2929
61,6382	32,6088
62,4365	36,0543
63,4162	39,391
64,5088	43,4293
65,416	46,9111
66,9783	52,6145
67,6688	54,5804
69,2291	57,1554
71,4439	60,2795
74,6773	63,8401
77,8	67,2544
79,9771	69,7207
82,6335	72,5974
84,7381	73,2139
