X	Y
0	0
22,6635	0
37,0197	3,7792
50,8764	6,9796
67,9436	9,7376
82,1856	12,2234
85,3322	12,6681
91,5143	16,7665
95,0409	20,6947
98,2733	26,714
99,9151	31,1377
100,4794	36,7944
100,9425	38,1957
100,9425	41,8943
100,4807	44,1424
100,3268	49,9441
100,9938	56,181
101,9202	61,5004
103,1002	67,3746
104,8959	72,4511
107,1534	78,1803
109,3134	83,2728
111,3144	88,5668
112,084	90,96
112,9562	91,6127
