X	Y
0	0
3,8386	0
9,1047	-0,7876
13,6146	-1,7364
18,6586	-2,3888
25,6015	-2,3888
33,9092	-1,7364
46,2053	-0,6668
56,3718	0,7624
61,7719	2,0079
63,3741	2,7788
64,6202	3,5498
66,0444	4,6766
67,884	6,8709
68,8928	8,2349
70,4357	11,2002
71,7411	14,5213
72,9351	17,4946
73,5878	19,2145
74,3593	20,8157
75,1307	22,2983
76,7923	22,8914
