X	Y
0	0
4,5246	-0,3434
10,0701	0,2628
15,139	1,5619
19,3415	3,5971
23,0674	6,4551
28,186	10,7054
33,1705	16,209
37,2087	21,5442
39,7251	26,0989
41,6375	30,7879
43,0689	36,168
43,4588	40,1951
43,3729	44,4019
42,507	49,7376
40,5124	54,252
37,9101	58,1531
35,0927	62,1868
33,7064	64,6983
33,2723	66,6125
34,0521	69,1674
35,2652	71,3325
36,7382	73,3277
