X	Y
0	0
3,4466	-0,2998
7,2954	-1,3878
10,9906	-2,4325
15,2453	-3,6353
20,3814	-4,3172
29,8169	-4,2442
38,2843	-2,654
44,6792	0,2754
52,3365	4,3732
59,0275	9,1439
64,7246	15,0054
66,0385	16,9465
68,648	20,2274
70,1283	22,822
72,0823	26,421
73,5626	30,4384
75,3982	36,0461
76,8793	40,6653
77,4714	43,4273
79,0109	46,4403
81,6203	51,3945
83,9888	55,2445
87,5462	60,5333
90,9244	66,3227
93,0561	70,3402
95,0101	73,8554
95,9575	74,8598
