X	Y
0	0
4,9572	0
4,9596	0
6,8177	-0,9286
8,7737	-1,9061
11,7565	-2,8836
14,7882	-2,8836
16,6464	-2,0527
20,3626	-1,0264
24,3234	-0,0978
27,4529	0,8308
29,36	2,0038
32,4895	4,5941
33,7204	6,364
35,823	9,5897
37,5834	12,9131
39,5393	15,7477
41,4953	18,9245
43,4512	22,2479
46,4393	26,2651
50,3546	32,334
52,9463	36,5371
55,7881	40,5571
58,0864	43,6851
59,4555	44,3204
