X	Y
0	0
3,1721	-0,6414
7,5731	-1,5313
13,3124	-2,2529
19,2553	-2,2968
24,9807	-1,5895
30,4782	0,1317
37,1549	3,4028
42,8596	7,0497
45,3323	9,4109
48,0518	13,3233
51,0355	19,2274
52,0532	22,3724
53,135	25,7045
53,5986	29,6103
54,0414	35,5838
54,1744	43,7577
53,7881	50,7283
53,778	52,1619
54,2962	52,9173
