X	Y
0	0
6,3588	0
11,6208	-0,5471
20,0678	-1,4939
27,3306	-1,4939
31,9626	-1,5138
38,6533	-0,7832
46,2537	0,6726
49,852	1,8527
59,1983	6,5174
64,4271	10,3387
69,161	14,73
72,0284	18,2141
74,7322	22,6648
77,3813	28,8095
78,562	33,7547
78,7869	40,2735
77,8338	47,7619
76,2604	55,4746
74,7994	60,5461
75,1929	61,7262
76,5423	63,3559
