X	Y
0	0
9,2315	0
14,8161	0,6289
19,3782	1,8866
25,0415	4,0091
31,8846	6,839
36,3787	9,2071
44,4017	13,2162
49,357	16,5178
54,1693	20,6953
58,7314	25,176
61,7203	29,5781
63,844	32,6438
64,8666	36,4171
65,4958	39,6401
65,105	42,7125
64,7903	45,5424
64,2781	48,5462
65,2335	50,4557
68,4179	54,7521
70,6469	57,7754
73,2533	61,6062
75,4824	64,7887
77,7157	67,7164
79,9979	71,4293
81,4309	73,2328
82,97	75,3014
83,9253	76,5744
84,2989	78,0115
85,2012	78,8602
